,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833.7,,,,,833.4,,,,,834.7,,,,,,,,,,,,,,,,,,,,
,1335.0,,1333.2,,1332.7,,1333.4,,1335.4,,,,,,,,,,,,501.3,,499.7,,499.3,,499.4,,500.7,
,,,,,1333.0,,,,,,,,,,,,,,,,,,,,499.6,,,,,
,1333.6,,1333.2,,1333.2,,1333.9,,1334.6,,,,,,,,,,,,499.3,,499.2,,499.8,,499.8,,500.2,
,,,,,1333.4,,,,,,,,,,,,,,,,,,,,500.0,,,,,
835.0,1332.4,1332.7,1333.2,1333.6,1333.7,1333.9,1333.9,1333.9,1334.1,834.2,,,,,,,,,,,497.4,497.7,498.2,498.6,498.5,499.7,499.7,499.7,499.9,
,,,,,1334.0,,,,,,,,,,,,,,,,,,,,497.6,,,,,
,1334.3,,1333.0,,1334.5,,1334.8,,1335.0,,,,,,,,,,,,497.6,,496.4,,498.1,,499.3,,500.0,
,,,,,1335.0,,,,,,,,,,,,,,,,,,,,498.6,,,,,
,1337.9,,1336.8,,1336.0,,1336.4,,1337.5,,,,,,,,,,,,499.4,,499.4,,499.6,,500.3,,501.6,
838.5,,,,,836.4,,,,,835.9,,,,,,,,,,,,,,,0.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,499.8,,499.5,,499.6,,500.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,499.8,,,,,,,,,,,,,,,,,,,,,,,,,
,,498.3,,499.0,,499.6,,499.9,,,,,,,,,,,,,,,,,,,,,,
,,,498.2,,,,499.7,,,,,,,,,,,,,,,,,,,,,,,
,,497.4,,497.9,,498.8,,499.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,498.1,,,,,,,,,,,,,,,,,,,,,,,,,
,,498.2,,498.4,,499.2,,500.3,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
